TBENCH_CLIENT_THREADS = 1
TBENCH_SERVER = 147.46.242.201
TBENCH_SERVER_PORT = 7313
TBENCH_MINSLEEPNS = 0
TBENCH_RANDSEED = 0
TBENCH_QPS = 1000
queue times, service times, sojorn times
latencies: 33.0735, 0.970697, 34.0442
latencies: 30.3739, 0.513573, 30.8875
latencies: 32.5486, 1.06625, 33.6149
latencies: 29.4639, 1.99887, 31.4627
latencies: 29.0093, 2.56946, 31.5788
latencies: 26.0183, 1.20827, 27.2265
latencies: 24.8289, 0.793032, 25.6219
latencies: 24.8852, 1.31147, 26.1966
latencies: 25.7904, 0.810407, 26.6008
latencies: 26.0633, 0.571205, 26.6346
latencies: 26.2009, 1.32686, 27.5278
latencies: 26.6361, 5.40645, 32.0426
latencies: 25.4837, 3.1558, 28.6395
latencies: 27.8104, 1.03239, 28.8428
latencies: 25.6793, 4.65963, 30.339
latencies: 28.9227, 1.09179, 30.0145
latencies: 28.3398, 2.01308, 30.3529
latencies: 29.3788, 1.12388, 30.5027
latencies: 30.4232, 1.11288, 31.5361
latencies: 28.5506, 4.51726, 33.0679
latencies: 30.5043, 2.81628, 33.3206
latencies: 30.9726, 1.68523, 32.6578
latencies: 32.7089, 2.57785, 35.2867
latencies: 31.3159, 0.790279, 32.1061
latencies: 31.5943, 1.04996, 32.6443
latencies: 29.4402, 4.53447, 33.9747
latencies: 32.6938, 1.79906, 34.4928
latencies: 32.4022, 0.724967, 33.1272
latencies: 31.9706, 1.32577, 33.2963
latencies: 32.4094, 5.32472, 37.7341
latencies: 34.3659, 0.899753, 35.2657
latencies: 34.2651, 1.26136, 35.5264
latencies: 33.1847, 4.28202, 37.4667
latencies: 32.8912, 1.57989, 34.4711
latencies: 32.7358, 2.34364, 35.0795
latencies: 32.4791, 1.63736, 34.1165
latencies: 31.3341, 3.88727, 35.2214
latencies: 34.6709, 1.43038, 36.1013
latencies: 33.9481, 3.12332, 37.0714
latencies: 34.0669, 1.43099, 35.4979
latencies: 35.6708, 2.18367, 37.8545
latencies: 35.4358, 2.44111, 37.8769
latencies: 35.3317, 3.25424, 38.5859
latencies: 35.9613, 1.04331, 37.0046
latencies: 36.304, 3.13264, 39.4367
latencies: 35.8794, 1.66622, 37.5456
latencies: 37.1228, 2.59065, 39.7134
latencies: 37.4615, 3.41885, 40.8804
latencies: 38.6317, 1.19201, 39.8237
latencies: 38.9184, 0.748391, 39.6668
latencies: 37.2181, 0.810695, 38.0288
latencies: 35.4717, 1.63746, 37.1092
latencies: 34.6185, 1.68923, 36.3078
latencies: 33.06, 0.99617, 34.0561
latencies: 33.1066, 0.705286, 33.8119
latencies: 29.7577, 0.883816, 30.6415
latencies: 31.1788, 1.61701, 32.7958
latencies: 29.6784, 0.686695, 30.3651
latencies: 29.235, 2.06149, 31.2965
latencies: 30.2622, 1.88216, 32.1443
latencies: 28.9881, 0.791047, 29.7792
latencies: 26.9086, 0.807495, 27.7161
latencies: 28.7603, 3.60941, 32.3697
latencies: 27.1798, 1.21623, 28.396
latencies: 27.5073, 0.890792, 28.3981
latencies: 27.4188, 1.22254, 28.6413
latencies: 24.3373, 1.97624, 26.3136
latencies: 24.124, 4.23655, 28.3605
latencies: 26.847, 1.80299, 28.6499
latencies: 25.8937, 4.56775, 30.4614
latencies: 27.5216, 1.43374, 28.9553
latencies: 22.0867, 1.53073, 23.6174
latencies: 26.1376, 3.9872, 30.1248
latencies: 24.6352, 0.945801, 25.581
latencies: 22.3599, 3.67978, 26.0397
latencies: 25.4473, 1.1051, 26.5524
latencies: 24.1571, 1.70552, 25.8626
latencies: 24.0427, 2.96508, 27.0078
latencies: 24.8311, 3.17923, 28.0103
latencies: 26.9657, 2.31596, 29.2816
latencies: 27.6175, 0.898089, 28.5156
latencies: 26.8642, 3.27648, 30.1407
latencies: 28.1353, 1.40408, 29.5394
latencies: 28.9988, 1.0089, 30.0077
latencies: 28.3746, 0.725031, 29.0997
latencies: 29.1372, 2.36543, 31.5026
latencies: 29.5396, 0.93396, 30.4735
latencies: 28.1146, 3.44144, 31.556
latencies: 29.4208, 0.876712, 30.2975
latencies: 29.3869, 0.791912, 30.1788
latencies: 29.7076, 0.738439, 30.446
latencies: 28.7376, 2.56406, 31.3017
latencies: 30.1166, 0.811656, 30.9282
latencies: 29.8681, 1.23524, 31.1034
latencies: 28.5197, 0.66663, 29.1864
latencies: 29.0211, 1.74914, 30.7703
latencies: 28.8383, 2.45458, 31.2929
latencies: 27.8507, 4.16391, 32.0146
latencies: 30.5994, 0.869832, 31.4692
latencies: 31.325, 2.15308, 33.4781
latencies: 30.8346, 3.88349, 34.7181
latencies: 33.3672, 0.967337, 34.3345
latencies: 33.1029, 1.23393, 34.3368
latencies: 32.4184, 3.43741, 35.8558
latencies: 30.1942, 3.65613, 33.8504
latencies: 30.6531, 0.66023, 31.3133
latencies: 30.0646, 4.01393, 34.0785
latencies: 28.9206, 3.72541, 32.6461
latencies: 28.8538, 3.49302, 32.3468
latencies: 30.9361, 1.03457, 31.9707
latencies: 28.1054, 0.995753, 29.1011
latencies: 31.4875, 3.55107, 35.0386
latencies: 26.9904, 0.818984, 27.8094
latencies: 27.4711, 1.30894, 28.78
latencies: 27.4845, 1.12356, 28.6081
latencies: 28.361, 0.887913, 29.2489
latencies: 24.0862, 2.60966, 26.6959
latencies: 27.8785, 5.35039, 33.2289
latencies: 25.5515, 2.1276, 27.6792
latencies: 25.0244, 0.779656, 25.8041
latencies: 26.4119, 1.9076, 28.3195
latencies: 26.059, 1.15179, 27.2108
latencies: 25.4299, 2.44409, 27.874
latencies: 27.1953, 2.55094, 29.7463
latencies: 29.6244, 0.968682, 30.5931
latencies: 27.2649, 4.6371, 31.902
latencies: 29.9008, 0.906408, 30.8072
latencies: 30.777, 1.71938, 32.4964
latencies: 30.6145, 2.54492, 33.1594
latencies: 32.8257, 0.966633, 33.7923
latencies: 33.3915, 1.12641, 34.5179
latencies: 34.0037, 0.931081, 34.9348
latencies: 32.0031, 4.36839, 36.3715
latencies: 33.6218, 1.37729, 34.9991
latencies: 34.3328, 2.12978, 36.4626
latencies: 34.0639, 0.691494, 34.7554
latencies: 34.1234, 1.7259, 35.8493
latencies: 29.4517, 1.0138, 30.4655
latencies: 27.1876, 2.13928, 29.3269
latencies: 26.6897, 0.725191, 27.4149
latencies: 27.0158, 4.79137, 31.8071
latencies: 22.276, 1.0034, 23.2794
latencies: 24.4049, 2.73827, 27.1432
latencies: 22.993, 1.19835, 24.1913
latencies: 22.5946, 1.36692, 23.9615
latencies: 22.4614, 0.722151, 23.1836
latencies: 23.0819, 1.2603, 24.3422
latencies: 21.9931, 1.13345, 23.1266
latencies: 21.5918, 0.83108, 22.4228
latencies: 20.846, 1.93074, 22.7768
latencies: 20.2229, 0.623654, 20.8466
latencies: 17.9183, 0.694278, 18.6125
latencies: 18.3078, 1.73992, 20.0477
latencies: 15.7817, 0.861, 16.6427
latencies: 16.2667, 0.916105, 17.1828
latencies: 17.3295, 3.91956, 21.249
latencies: 16.703, 1.74421, 18.4472
latencies: 18.1316, 2.28927, 20.4209
latencies: 17.8171, 0.911113, 18.7282
latencies: 17.459, 4.48859, 21.9476
latencies: 18.7419, 1.81403, 20.556
latencies: 20.0166, 1.87675, 21.8934
latencies: 19.1137, 2.48997, 21.6036
latencies: 17.5386, 4.457, 21.9956
latencies: 21.2999, 1.05831, 22.3582
latencies: 19.5814, 0.939593, 20.521
latencies: 20.6154, 2.72998, 23.3454
latencies: 18.404, 1.72926, 20.1333
latencies: 18.2841, 1.00142, 19.2855
latencies: 17.4534, 2.06773, 19.5211
latencies: 18.8374, 0.468549, 19.3059
latencies: 18.7497, 1.3907, 20.1404
latencies: 18.9009, 1.1706, 20.0715
latencies: 18.8727, 3.43229, 22.305
latencies: 18.4933, 0.835144, 19.3284
latencies: 18.2831, 1.05067, 19.3338
latencies: 20.0305, 3.11872, 23.1492
latencies: 19.0473, 1.57598, 20.6233
latencies: 19.9165, 0.838983, 20.7554
latencies: 18.817, 3.48368, 22.3007
latencies: 20.169, 1.40443, 21.5734
latencies: 20.1338, 2.05704, 22.1908
latencies: 19.7178, 2.04904, 21.7668
latencies: 19.7953, 1.21876, 21.0141
latencies: 18.1166, 3.65335, 21.77
latencies: 20.4621, 0.842856, 21.3049
latencies: 18.8892, 0.61239, 19.5016
latencies: 17.6433, 0.811016, 18.4543
latencies: 18.2029, 4.02119, 22.2241
latencies: 19.7865, 1.14497, 20.9314
latencies: 18.2504, 4.041, 22.2914
latencies: 20.7709, 1.27595, 22.0468
latencies: 18.786, 1.33297, 20.119
latencies: 18.6009, 3.00694, 21.6078
latencies: 18.1348, 0.829, 18.9638
latencies: 18.2253, 1.38571, 19.611
latencies: 18.3407, 1.19304, 19.5338
latencies: 18.803, 0.758951, 19.562
latencies: 18.6842, 1.80338, 20.4876
latencies: 18.2749, 2.33666, 20.6115
latencies: 18.7304, 4.88891, 23.6193
latencies: 18.6045, 2.56428, 21.1688
latencies: 21.2004, 1.01006, 22.2104
latencies: 19.1657, 4.14129, 23.307
latencies: 19.8202, 1.05268, 20.8729
latencies: 19.8496, 1.39512, 21.2447
latencies: 19.9983, 0.72119, 20.7195
latencies: 18.5668, 1.36782, 19.9347
latencies: 19.6296, 2.35897, 21.9885
latencies: 19.085, 1.62222, 20.7072
latencies: 19.1676, 0.969033, 20.1366
latencies: 19.6607, 2.57071, 22.2314
latencies: 19.8101, 2.38194, 22.192
latencies: 19.0335, 1.27528, 20.3088
latencies: 18.4042, 3.65152, 22.0557
latencies: 20.1143, 0.872456, 20.9868
latencies: 20.2141, 0.718631, 20.9327
latencies: 19.5431, 0.670534, 20.2136
latencies: 14.4518, 0.857992, 15.3098
latencies: 14.2264, 2.59292, 16.8193
latencies: 14.3394, 3.61239, 17.9518
latencies: 15.3396, 3.33405, 18.6737
latencies: 15.4683, 2.23592, 17.7043
latencies: 14.129, 4.66987, 18.7988
latencies: 17.3716, 1.04391, 18.4155
latencies: 17.4884, 0.675462, 18.1639
latencies: 16.1186, 0.900201, 17.0188
latencies: 16.9559, 0.566181, 17.5221
latencies: 17.3075, 3.53367, 20.8412
latencies: 18.3752, 1.36244, 19.7377
latencies: 17.3516, 3.41718, 20.7688
latencies: 16.4899, 0.640582, 17.1305
latencies: 17.8736, 1.2074, 19.081
latencies: 14.4035, 1.96277, 16.3663
latencies: 14.8494, 0.664007, 15.5135
latencies: 13.3899, 5.17867, 18.5685
latencies: 12.8401, 4.597, 17.4371
latencies: 15.6389, 0.753128, 16.392
latencies: 15.3892, 3.30198, 18.6912
latencies: 15.0296, 0.829991, 15.8596
latencies: 15.6913, 1.00638, 16.6977
latencies: 15.219, 3.61136, 18.8304
latencies: 16.1995, 0.982889, 17.1823
latencies: 16.5909, 0.895305, 17.4862
latencies: 17.1452, 0.804007, 17.9492
latencies: 16.4807, 1.65544, 18.1361
latencies: 16.3648, 0.788615, 17.1535
latencies: 12.3163, 0.961865, 13.2782
latencies: 9.75062, 0.869, 10.6196
latencies: 10.306, 0.69351, 10.9995
latencies: 15.2109, 4.88747, 20.0983
latencies: 10.8079, 0.800391, 11.6083
latencies: 9.13859, 2.67449, 11.8131
latencies: 11.0459, 0.709479, 11.7554
latencies: 10.4657, 1.01777, 11.4834
latencies: 11.531, 2.52079, 14.0518
latencies: 11.4189, 0.977449, 12.3963
latencies: 9.95082, 1.00084, 10.9517
latencies: 10.3149, 1.36901, 11.6839
latencies: 10.8337, 1.38949, 12.2232
latencies: 11.1139, 0.692166, 11.8061
latencies: 11.6724, 1.2835, 12.9559
latencies: 11.4286, 0.781351, 12.2099
latencies: 11.2581, 3.65383, 14.9119
latencies: 11.8227, 0.868744, 12.6915
latencies: 11.7859, 0.454724, 12.2406
latencies: 11.319, 2.03039, 13.3494
latencies: 9.9789, 0.762152, 10.7411
latencies: 10.6864, 2.33669, 13.0231
latencies: 10.5673, 0.739911, 11.3072
latencies: 10.3938, 2.57727, 12.9711
latencies: 10.2289, 0.841895, 11.0708
latencies: 10.1088, 1.65006, 11.7589
latencies: 10.6221, 1.08091, 11.703
latencies: 8.99472, 2.8902, 11.8849
latencies: 10.8492, 1.43668, 12.2858
latencies: 11.3998, 2.45935, 13.8591
latencies: 10.131, 0.880424, 11.0114
latencies: 10.1982, 1.08727, 11.2854
latencies: 9.61537, 3.03158, 12.6469
latencies: 9.30012, 2.32914, 11.6293
latencies: 10.9282, 0.794663, 11.7228
latencies: 10.9954, 0.712071, 11.7074
latencies: 11.0015, 1.165, 12.1665
latencies: 11.8607, 1.01633, 12.8771
latencies: 10.9845, 2.55775, 13.5423
latencies: 11.145, 1.12564, 12.2706
latencies: 10.9085, 0.898185, 11.8067
latencies: 11.7037, 1.68242, 13.3861
latencies: 10.7419, 1.94555, 12.6875
latencies: 9.17339, 3.8728, 13.0462
latencies: 9.39275, 1.34235, 10.7351
latencies: 10.6238, 2.10383, 12.7276
latencies: 10.8112, 0.705543, 11.5167
latencies: 7.30548, 0.671686, 7.97716
latencies: 8.68484, 1.66795, 10.3528
latencies: 7.54242, 0.949833, 8.49225
latencies: 7.64154, 1.11816, 8.7597
latencies: 7.48012, 1.60946, 9.08957
latencies: 8.60739, 3.18697, 11.7944
latencies: 8.74886, 3.48518, 12.234
latencies: 10.9501, 1.48107, 12.4311
latencies: 11.4693, 1.27067, 12.74
latencies: 10.2337, 0.842728, 11.0765
latencies: 9.50172, 2.75081, 12.2525
latencies: 11.7586, 0.887688, 12.6463
latencies: 9.87889, 4.34196, 14.2209
latencies: 7.58852, 2.58786, 10.1764
latencies: 6.51707, 3.19936, 9.71643
latencies: 9.44352, 1.19774, 10.6413
latencies: 8.72969, 4.1962, 12.9259
latencies: 8.51568, 1.96354, 10.4792
latencies: 8.05705, 4.8619, 12.919
latencies: 10.0412, 1.19438, 11.2356
latencies: 9.89254, 2.73663, 12.6292
latencies: 11.1347, 1.15979, 12.2944
latencies: 12.0382, 2.44479, 14.483
latencies: 11.1991, 2.92582, 14.125
latencies: 13.4482, 1.29969, 14.7479
latencies: 14.1072, 1.13515, 15.2423
latencies: 14.4317, 0.850919, 15.2826
latencies: 14.9585, 0.653094, 15.6116
latencies: 14.8915, 1.52689, 16.4183
latencies: 15.0235, 0.975881, 15.9994
latencies: 14.2047, 1.974, 16.1787
latencies: 14.2155, 2.94659, 17.1621
latencies: 13.551, 0.927496, 14.4785
latencies: 13.7258, 2.44719, 16.173
latencies: 15.3162, 1.01505, 16.3312
latencies: 14.3844, 2.27752, 16.6619
latencies: 14.7261, 2.49394, 17.2201
latencies: 14.2315, 2.55132, 16.7828
latencies: 16.2736, 1.01223, 17.2858
latencies: 15.5999, 1.62709, 17.227
latencies: 11.9034, 1.5164, 13.4198
latencies: 13.1146, 0.565062, 13.6797
latencies: 11.9631, 2.96172, 14.9248
latencies: 11.2869, 1.59682, 12.8837
latencies: 12.7803, 0.65671, 13.437
latencies: 12.9655, 2.67155, 15.6371
latencies: 13.0644, 1.08097, 14.1454
latencies: 9.41313, 1.41675, 10.8299
latencies: 9.81615, 1.13163, 10.9478
latencies: 9.04061, 4.62097, 13.6616
latencies: 10.8178, 0.842088, 11.6599
latencies: 10.4957, 2.31615, 12.8119
latencies: 11.4216, 1.14504, 12.5666
latencies: 11.76, 0.786951, 12.5469
latencies: 12.3377, 0.555366, 12.893
latencies: 10.1949, 0.640998, 10.8359
latencies: 10.9856, 0.794568, 11.7802
latencies: 10.2673, 2.09823, 12.3655
latencies: 8.48844, 0.687398, 9.17584
latencies: 8.44891, 1.88421, 10.3331
latencies: 6.94995, 1.12846, 8.07841
latencies: 7.22798, 0.991945, 8.21992
latencies: 5.29505, 2.23605, 7.5311
latencies: 6.78875, 2.01672, 8.80547
latencies: 7.16258, 5.2988, 12.4614
latencies: 8.60366, 0.739686, 9.34334
latencies: 7.71509, 1.57986, 9.29494
latencies: 7.59834, 1.72955, 9.3279
latencies: 7.10525, 0.854952, 7.9602
latencies: 7.62445, 0.979466, 8.60391
latencies: 5.90336, 1.39457, 7.29794
latencies: 6.40111, 0.729959, 7.13107
latencies: 1.56847, 0.695239, 2.2637
latencies: 2.52748, 1.6597, 4.18718
latencies: 0.886562, 1.09409, 1.98065
latencies: 0.794458, 1.39387, 2.18833
latencies: 0.650409, 2.41193, 3.06234
latencies: 1.47699, 0.773735, 2.25072
latencies: 0.722145, 2.41673, 3.13887
latencies: 1.97172, 1.46437, 3.43608
latencies: 2.409, 1.14001, 3.54901
latencies: 2.84723, 1.18417, 4.03141
latencies: 2.43176, 2.74377, 5.17553
latencies: 2.38571, 4.77115, 7.15686
latencies: 3.47067, 1.04686, 4.51753
latencies: 4.05958, 1.21147, 5.27105
latencies: 3.27772, 1.00059, 4.2783
latencies: 2.86362, 5.24264, 8.10626
latencies: 4.40702, 1.8316, 6.23862
latencies: 4.3095, 3.09315, 7.40265
latencies: 4.81118, 0.930153, 5.74133
latencies: 5.04117, 2.09429, 7.13547
latencies: 6.85046, 1.0514, 7.90186
latencies: 7.62495, 0.63319, 8.25814
latencies: 4.92826, 3.68371, 8.61198
latencies: 7.50662, 2.1652, 9.67183
latencies: 7.15957, 2.64658, 9.80616
latencies: 7.00404, 3.44301, 10.447
latencies: 4.93413, 3.51526, 8.4494
latencies: 5.84337, 0.956233, 6.7996
latencies: 6.86561, 2.02984, 8.89545
latencies: 7.83869, 4.14295, 11.9816
latencies: 6.64574, 1.43281, 8.07855
latencies: 8.74193, 3.57123, 12.3132
latencies: 6.74563, 1.45537, 8.201
latencies: 7.80326, 0.721735, 8.52499
latencies: 7.3914, 4.24522, 11.6366
latencies: 4.97606, 0.982409, 5.95847
latencies: 4.13697, 1.04923, 5.1862
latencies: 3.59949, 0.740807, 4.3403
latencies: 4.98549, 1.53013, 6.51562
latencies: 1.61915, 2.23839, 3.85754
latencies: 0.794782, 2.68348, 3.47826
latencies: 1.4107, 1.12212, 2.53282
latencies: 0.75975, 3.13939, 3.89914
latencies: 2.54027, 2.07653, 4.6168
latencies: 2.46908, 2.65257, 5.12165
latencies: 4.37412, 0.683175, 5.05729
latencies: 4.73687, 0.83476, 5.57163
latencies: 4.18832, 0.865384, 5.0537
latencies: 4.94613, 0.496036, 5.44217
latencies: 4.29975, 3.38288, 7.68263
latencies: 4.33378, 1.75214, 6.08592
latencies: 4.65763, 0.776424, 5.43405
latencies: 3.35163, 0.744135, 4.09577
latencies: 5.15832, 4.30526, 9.46358
latencies: 2.71043, 4.40071, 7.11114
latencies: 2.31883, 4.49902, 6.81785
latencies: 5.95864, 1.50309, 7.46172
latencies: 4.89121, 3.35974, 8.25095
latencies: 6.08175, 3.32749, 9.40924
latencies: 7.34942, 1.25361, 8.60303
latencies: 7.72141, 0.829575, 8.55099
latencies: 7.67514, 1.09934, 8.77448
latencies: 5.45801, 0.771336, 6.22935
latencies: 6.21687, 2.84227, 9.05914
latencies: 5.9692, 4.53323, 10.5024
latencies: 8.6497, 3.40857, 12.0583
latencies: 8.05931, 4.2419, 12.3012
latencies: 11.7669, 0.803879, 12.5708
latencies: 11.6632, 0.85028, 12.5135
latencies: 9.86665, 1.19246, 11.0591
latencies: 9.99907, 4.49611, 14.4952
latencies: 12.8202, 0.840584, 13.6607
latencies: 10.6414, 4.14538, 14.7868
latencies: 12.913, 2.09013, 15.0032
latencies: 12.4307, 2.09976, 14.5305
latencies: 13.7184, 1.89957, 15.6179
latencies: 12.9097, 2.1318, 15.0415
latencies: 14.6322, 1.23272, 15.8649
latencies: 14.4784, 2.66972, 17.1481
latencies: 15.2731, 1.12097, 16.394
latencies: 15.5766, 4.00705, 19.5836
latencies: 15.6073, 3.40506, 19.0123
latencies: 16.8844, 0.783111, 17.6675
latencies: 17.4081, 2.97187, 20.38
latencies: 17.2648, 0.865352, 18.1302
latencies: 16.7481, 2.07976, 18.8279
latencies: 16.3301, 0.686823, 17.0169
latencies: 17.3636, 1.79573, 19.1594
latencies: 15.9412, 0.717991, 16.6592
latencies: 15.6426, 0.84276, 16.4854
latencies: 13.9859, 0.87524, 14.8611
latencies: 14.2517, 1.29284, 15.5446
latencies: 13.7476, 2.63046, 16.3781
latencies: 14.3796, 1.12801, 15.5076
latencies: 14.4645, 3.16531, 17.6298
latencies: 15.2281, 0.678534, 15.9066
latencies: 11.8044, 0.816392, 12.6208
latencies: 12.4424, 1.09742, 13.5398
latencies: 11.7313, 0.904681, 12.636
latencies: 6.87893, 1.24388, 8.12282
latencies: 8.96599, 3.49661, 12.4626
latencies: 4.98836, 2.16242, 7.15078
latencies: 6.05143, 0.933289, 6.98472
latencies: 5.81504, 0.338531, 6.15357
latencies: 5.56836, 1.01031, 6.57867
latencies: 6.85356, 1.92667, 8.78023
latencies: 4.90542, 1.06711, 5.97253
latencies: 4.60191, 3.84762, 8.44953
latencies: 6.59416, 0.740647, 7.33481
latencies: 5.54353, 4.77582, 10.3194
latencies: 6.03716, 1.30616, 7.34331
latencies: 6.14798, 1.7325, 7.88048
latencies: 6.97456, 0.766023, 7.74059
latencies: 5.45435, 2.6126, 8.06695
latencies: 3.14128, 0.702695, 3.84398
latencies: 2.64586, 2.84639, 5.49226
latencies: 1.14302, 1.1059, 2.24892
latencies: 0.747479, 5.03505, 5.78253
latencies: 0.776959, 1.99067, 2.76763
latencies: 2.09796, 4.51374, 6.6117
latencies: 0.621343, 3.09891, 3.72025
latencies: 2.99323, 1.11675, 4.10997
latencies: 3.95047, 1.42721, 5.37768
latencies: 4.97259, 1.05348, 6.02607
latencies: 2.93771, 3.97063, 6.90834
latencies: 3.04794, 1.86331, 4.91125
latencies: 4.76116, 2.60258, 7.36374
latencies: 4.67699, 0.627206, 5.3042
latencies: 4.12524, 2.10959, 6.23483
latencies: 5.50059, 1.11499, 6.61558
latencies: 5.61927, 0.787496, 6.40677
latencies: 4.85713, 3.16112, 8.01825
latencies: 5.8789, 1.53985, 7.41875
latencies: 4.63397, 2.61513, 7.2491
latencies: 5.57068, 1.43003, 7.00071
latencies: 2.42941, 0.961193, 3.3906
latencies: 3.43572, 2.36533, 5.80105
latencies: 0.645518, 0.890056, 1.53557
latencies: 1.30981, 0.983433, 2.29324
latencies: 0.749492, 0.946473, 1.69596
latencies: 0.676051, 1.70002, 2.37607
latencies: 0.751381, 1.10206, 1.85344
latencies: 0.752222, 3.78519, 4.53741
latencies: 0.619843, 2.38009, 2.99993
latencies: 3.14592, 0.901864, 4.04779
latencies: 1.44101, 1.82661, 3.26762
latencies: 1.87315, 2.14898, 4.02213
latencies: 1.25486, 1.42897, 2.68383
latencies: 2.21042, 1.01707, 3.22748
latencies: 1.2155, 0.814631, 2.03013
latencies: 0.702263, 0.913673, 1.61594
latencies: 0.698386, 1.26011, 1.95849
latencies: 0.942174, 0.859112, 1.80129
latencies: 0.752029, 1.83915, 2.59118
latencies: 0.687607, 1.32923, 2.01684
latencies: 0.761217, 1.2468, 2.00801
latencies: 0.772335, 1.76229, 2.53462
latencies: 0.645954, 1.77378, 2.41973
latencies: 0.661227, 0.937416, 1.59864
latencies: 0.759839, 0.867273, 1.62711
latencies: 0.685084, 0.713095, 1.39818
latencies: 0.753362, 1.67749, 2.43085
latencies: 0.740098, 1.38955, 2.12965
latencies: 0.697099, 0.764647, 1.46175
latencies: 0.714925, 1.35816, 2.07308
latencies: 0.752899, 1.1419, 1.8948
latencies: 0.770711, 1.61905, 2.38977
latencies: 0.762658, 0.944137, 1.7068
latencies: 0.751943, 0.869928, 1.62187
latencies: 0.931168, 0.564613, 1.49578
latencies: 0.585243, 1.03524, 1.62048
latencies: 0.7094, 0.538437, 1.24784
latencies: 0.687788, 0.91556, 1.60335
latencies: 0.741638, 0.969833, 1.71147
latencies: 0.896412, 0.523077, 1.41949
latencies: 1.0006, 0.831911, 1.83251
latencies: 1.47669, 1.45272, 2.92941
latencies: 0.624786, 3.1816, 3.80638
latencies: 2.08192, 0.733159, 2.81508
latencies: 2.56996, 1.08235, 3.65231
latencies: 0.729448, 1.21256, 1.942
latencies: 0.596414, 1.97122, 2.56763
latencies: 1.17827, 0.825512, 2.00378
latencies: 1.78615, 1.67435, 3.4605
latencies: 0.977942, 5.2717, 6.24964
latencies: 3.50603, 2.04837, 5.5544
latencies: 4.4067, 0.94852, 5.35522
latencies: 5.09019, 1.12561, 6.2158
latencies: 5.46942, 1.4084, 6.87782
latencies: 4.70865, 2.64908, 7.35773
latencies: 6.27842, 0.913577, 7.192
latencies: 3.94553, 2.50271, 6.44824
latencies: 6.47117, 0.887272, 7.35845
latencies: 4.19595, 1.07031, 5.26626
latencies: 3.93, 5.70585, 9.63585
latencies: 5.35616, 1.18193, 6.5381
latencies: 5.01106, 3.13008, 8.14114
latencies: 7.92589, 1.71723, 9.64312
latencies: 6.58211, 3.35946, 9.94156
latencies: 9.49827, 1.32088, 10.8192
latencies: 9.66938, 2.52773, 12.1971
latencies: 10.848, 1.20583, 12.0538
latencies: 11.7111, 0.804711, 12.5158
latencies: 10.9355, 0.827623, 11.7631
latencies: 10.5837, 1.04769, 11.6314
latencies: 10.2787, 2.69759, 12.9763
latencies: 9.66863, 2.08677, 11.7554
latencies: 6.60513, 0.825192, 7.43033
latencies: 6.3562, 3.22819, 9.58439
latencies: 5.85293, 0.81652, 6.66945
latencies: 3.86094, 1.01883, 4.87977
latencies: 5.35184, 2.94643, 8.29826
latencies: 3.61731, 1.70408, 5.32139
latencies: 4.11022, 0.85716, 4.96738
latencies: 3.39357, 4.79185, 8.18542
latencies: 3.67989, 0.959273, 4.63917
latencies: 4.71309, 2.6167, 7.32979
latencies: 3.95076, 0.886184, 4.83694
latencies: 4.36785, 3.63168, 7.99953
latencies: 3.36328, 0.8074, 4.17068
latencies: 1.88474, 2.81916, 4.7039
latencies: 3.78057, 2.43413, 6.21471
latencies: 3.64258, 2.76623, 6.40881
latencies: 3.88994, 1.75874, 5.64868
latencies: 4.83637, 0.914952, 5.75132
latencies: 3.99522, 2.82483, 6.82005
latencies: 5.69923, 0.903784, 6.60301
latencies: 4.2653, 0.835335, 5.10064
latencies: 3.86914, 0.901961, 4.7711
latencies: 4.44808, 2.64876, 7.09683
latencies: 3.75578, 2.65254, 6.40832
latencies: 5.20904, 1.10235, 6.31139
latencies: 4.16291, 1.1874, 5.35032
latencies: 3.90661, 2.93056, 6.83716
latencies: 5.11549, 0.814919, 5.93041
latencies: 4.56592, 0.957641, 5.52356
latencies: 5.10935, 3.37053, 8.47988
latencies: 1.27039, 1.14958, 2.41997
latencies: 2.18457, 0.910152, 3.09472
latencies: 2.67003, 3.38973, 6.05976
latencies: 0.735945, 4.05133, 4.78728
latencies: 0.75749, 4.5707, 5.32819
latencies: 4.95178, 1.2524, 6.20418
latencies: 6.07371, 1.11374, 7.18745
latencies: 4.2922, 0.747399, 5.03959
latencies: 3.50576, 5.05144, 8.5572
latencies: 5.17024, 1.63064, 6.80088
latencies: 6.30232, 1.24753, 7.54985
latencies: 5.03234, 4.34657, 9.37891
latencies: 8.04711, 1.41656, 9.46367
latencies: 8.10533, 0.980809, 9.08614
latencies: 6.44426, 0.826343, 7.2706
latencies: 7.43519, 4.97569, 12.4109
latencies: 6.42452, 1.09598, 7.5205
latencies: 1.76489, 1.1762, 2.94109
latencies: 7.09967, 3.01593, 10.1156
latencies: 0.61867, 1.08532, 1.70399
latencies: 1.65759, 0.902889, 2.56048
latencies: 1.73538, 0.719271, 2.45465
latencies: 1.02179, 2.22729, 3.24907
latencies: 0.707548, 0.888041, 1.59559
latencies: 1.18539, 1.2802, 2.4656
latencies: 0.593371, 1.9908, 2.58417
latencies: 0.772004, 1.10903, 1.88104
latencies: 2.09469, 5.1709, 7.26559
latencies: 1.54998, 3.91488, 5.46486
latencies: 4.59948, 1.15431, 5.75379
latencies: 3.26928, 1.08619, 4.35547
